"filename", "language", "Markdown", "YAML", "JSON with Comments", "JavaScript", "Shell Script", "TypeScript", "JSON", "Makefile", "Ignore", "Docker", "TypeScript JSX", "WebAssembly Text Format", "comment", "blank", "total"
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/actions/publish-release/action.yml", "YAML", 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21, 276
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/actions/push-docker/action.yml", "YAML", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 79
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/actions/push-sandbox/action.yml", "YAML", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 97
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/actions/run-tests/action.yml", "YAML", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/actions/setup-npmrc/action.yml", "YAML", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/actions/tag-npm-release/action.yml", "YAML", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 126
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/actions/verify-release/action.yml", "YAML", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 101
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/dependabot.yml", "YAML", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 36
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/pull_request_template.md", "Markdown", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 43
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/scripts/pr-triage.sh", "Shell Script", 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 16, 20, 138
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/ci.yml", "YAML", 0, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 58, 393
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/community-report.yml", "YAML", 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 198
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/deflake.yml", "YAML", 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 171
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/docs-page-action.yml", "YAML", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 51
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/docs-rebuild.yml", "YAML", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/e2e.yml", "YAML", 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28, 248
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/eval.yml", "YAML", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 49
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/gemini-automated-issue-dedup.yml", "YAML", 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 263
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/gemini-automated-issue-triage.yml", "YAML", 0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35, 376
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/gemini-scheduled-issue-dedup.yml", "YAML", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 117
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/gemini-scheduled-issue-triage.yml", "YAML", 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27, 334
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/gemini-scheduled-pr-triage.yml", "YAML", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 42
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/gemini-scheduled-stale-issue-closer.yml", "YAML", 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 152
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/gemini-self-assign-issue.yml", "YAML", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 100
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/links.yml", "YAML", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/no-response.yml", "YAML", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 34
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/release-change-tags.yml", "YAML", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 66
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/release-manual.yml", "YAML", 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 136
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/release-nightly.yml", "YAML", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 161
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/release-patch-0-from-comment.yml", "YAML", 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29, 189
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/release-patch-1-create-pr.yml", "YAML", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 135
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/release-patch-2-trigger.yml", "YAML", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 95
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/release-patch-3-release.yml", "YAML", 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25, 252
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/release-promote.yml", "YAML", 0, 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 36, 407
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/release-rollback.yml", "YAML", 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 242
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/release-sandbox.yml", "YAML", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 50
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/smoke-test.yml", "YAML", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 51
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/stale.yml", "YAML", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 45
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/test_chained_e2e.yml", "YAML", 0, 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 316
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/trigger_e2e.yml", "YAML", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.github/workflows/verify-release.yml", "YAML", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 52
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.prettierignore", "Ignore", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 1, 22
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.prettierrc.json", "JSON", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/.yamllint.yml", "YAML", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 90
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/CONTRIBUTING.md", "Markdown", 392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 545
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 6, 7, 51
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/GEMINI.md", "Markdown", 324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 401
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 1, 17, 60
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/README.md", "Markdown", 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 376
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/ROADMAP.md", "Markdown", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 114
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/SECURITY.md", "Markdown", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/CONTRIBUTING.md", "Markdown", 392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 545
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/architecture.md", "Markdown", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 81
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/changelogs/index.md", "Markdown", 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 477
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/authentication.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/checkpointing.md", "Markdown", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 95
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/commands.md", "Markdown", 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 355
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/configuration.md", "Markdown", 692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 781
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/custom-commands.md", "Markdown", 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 316
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/enterprise.md", "Markdown", 456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 566
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/gemini-ignore.md", "Markdown", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 72
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/gemini-md.md", "Markdown", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 109
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/generation-settings.md", "Markdown", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 211
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/headless.md", "Markdown", 315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 389
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/index.md", "Markdown", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 62
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/keyboard-shortcuts.md", "Markdown", 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 144
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/model-routing.md", "Markdown", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/model.md", "Markdown", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 63
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/sandbox.md", "Markdown", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 172
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/session-management.md", "Markdown", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 159
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/settings.md", "Markdown", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 113
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/telemetry.md", "Markdown", 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 792
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/themes.md", "Markdown", 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 238
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/token-caching.md", "Markdown", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/trusted-folders.md", "Markdown", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 96
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/tutorials.md", "Markdown", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 84
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/cli/uninstall.md", "Markdown", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 48
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/core/index.md", "Markdown", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 102
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/core/memport.md", "Markdown", 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 245
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/core/policy-engine.md", "Markdown", 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 247
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/core/tools-api.md", "Markdown", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 132
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/examples/proxy-script.md", "Markdown", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 84
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/extensions/extension-releasing.md", "Markdown", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 184
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/extensions/getting-started-extensions.md", "Markdown", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 246
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/extensions/index.md", "Markdown", 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 291
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/faq.md", "Markdown", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 155
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/get-started/authentication.md", "Markdown", 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 322
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/get-started/configuration-v1.md", "Markdown", 786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 889
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/get-started/configuration.md", "Markdown", 1207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 1411
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/get-started/deployment.md", "Markdown", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 144
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/get-started/examples.md", "Markdown", 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 220
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/get-started/gemini-3.md", "Markdown", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 136
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/get-started/index.md", "Markdown", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 72
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/get-started/installation.md", "Markdown", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 142
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/hooks/best-practices.md", "Markdown", 610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 807
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/hooks/index.md", "Markdown", 437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 561
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/hooks/writing-hooks.md", "Markdown", 823, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 1027
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/ide-integration/ide-companion-spec.md", "Markdown", 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 268
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/ide-integration/index.md", "Markdown", 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 203
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/index.md", "Markdown", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 145
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/integration-tests.md", "Markdown", 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 212
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/issue-and-pr-automation.md", "Markdown", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 132
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/local-development.md", "Markdown", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 129
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/npm.md", "Markdown", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 63
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/quota-and-pricing.md", "Markdown", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 159
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/release-confidence.md", "Markdown", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 165
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/releases.md", "Markdown", 410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 541
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/sidebar.json", "JSON", 0, 0, 0, 0, 0, 0, 272, 0, 0, 0, 0, 0, 0, 1, 273
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/tools/file-system.md", "Markdown", 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 217
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/tools/index.md", "Markdown", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 96
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/tools/mcp-server.md", "Markdown", 770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 1018
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/tools/memory.md", "Markdown", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 55
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/tools/shell.md", "Markdown", 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 261
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/tools/todos.md", "Markdown", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 58
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/tools/web-fetch.md", "Markdown", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 60
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/tools/web-search.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 43
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/tos-privacy.md", "Markdown", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 97
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/docs/troubleshooting.md", "Markdown", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 156
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/esbuild.config.js", "JavaScript", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 124
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/eslint.config.js", "JavaScript", 0, 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 20, 5, 301
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/context-compress-interactive.test.ts", "TypeScript", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 11, 22, 112
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/ctrl-c-exit.test.ts", "TypeScript", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 18, 11, 53
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/extensions-install.test.ts", "TypeScript", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 5, 6, 54
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/extensions-reload.test.ts", "TypeScript", 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 19, 15, 152
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/file-system-interactive.test.ts", "TypeScript", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 9, 12, 61
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/file-system.test.ts", "TypeScript", 0, 0, 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 17, 43, 281
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/flicker.test.ts", "TypeScript", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 6, 6, 40
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/globalSetup.ts", "TypeScript", 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 14, 12, 84
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/google_web_search.test.ts", "TypeScript", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 10, 10, 85
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/hooks-system.test.ts", "TypeScript", 0, 0, 0, 0, 0, 1180, 0, 0, 0, 0, 0, 0, 126, 171, 1477
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/json-output.test.ts", "TypeScript", 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 17, 25, 150
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/list_directory.test.ts", "TypeScript", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 9, 9, 68
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/integration-tests/mcp_server_cyclic_schema.test.ts", "TypeScript", 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 37, 23, 204
