"filename", "language", "TypeScript", "JSON", "WebAssembly Text Format", "JSON with Comments", "comment", "blank", "total"
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/availability/policyHelpers.test.ts", "TypeScript", 50, 0, 0, 0, 5, 6, 61
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/availability/policyHelpers.ts", "TypeScript", 46, 0, 0, 0, 18, 7, 71
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/codeAssist.test.ts", "TypeScript", 135, 0, 0, 0, 6, 23, 164
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/codeAssist.ts", "TypeScript", 42, 0, 0, 0, 6, 7, 55
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/converter.test.ts", "TypeScript", 447, 0, 0, 0, 5, 26, 478
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/converter.ts", "TypeScript", 242, 0, 0, 0, 18, 28, 288
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/experiments/client_metadata.test.ts", "TypeScript", 87, 0, 0, 0, 11, 21, 119
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/experiments/client_metadata.ts", "TypeScript", 39, 0, 0, 0, 11, 7, 57
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/experiments/experiments.test.ts", "TypeScript", 83, 0, 0, 0, 12, 21, 116
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/experiments/experiments.ts", "TypeScript", 33, 0, 0, 0, 10, 7, 50
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/experiments/flagNames.ts", "TypeScript", 9, 0, 0, 0, 5, 3, 17
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/experiments/types.ts", "TypeScript", 30, 0, 0, 0, 5, 8, 43
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/oauth-credential-storage.test.ts", "TypeScript", 260, 0, 0, 0, 6, 49, 315
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/oauth-credential-storage.ts", "TypeScript", 95, 0, 0, 0, 25, 20, 140
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/oauth2.test.ts", "TypeScript", 1060, 0, 0, 0, 41, 174, 1275
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/oauth2.ts", "TypeScript", 542, 0, 0, 0, 58, 64, 664
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/server.test.ts", "TypeScript", 356, 0, 0, 0, 10, 52, 418
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/server.ts", "TypeScript", 249, 0, 0, 0, 8, 22, 279
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/setup.test.ts", "TypeScript", 200, 0, 0, 0, 6, 19, 225
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/setup.ts", "TypeScript", 103, 0, 0, 0, 12, 13, 128
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/code_assist/types.ts", "TypeScript", 137, 0, 0, 0, 61, 22, 220
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/commands/extensions.test.ts", "TypeScript", 14, 0, 0, 0, 5, 5, 24
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/commands/extensions.ts", "TypeScript", 4, 0, 0, 0, 5, 3, 12
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/commands/restore.test.ts", "TypeScript", 137, 0, 0, 0, 5, 27, 169
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/commands/restore.ts", "TypeScript", 58, 0, 0, 0, 5, 6, 69
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/commands/types.ts", "TypeScript", 25, 0, 0, 0, 20, 6, 51
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/config/config.test.ts", "TypeScript", 1380, 0, 0, 0, 40, 215, 1635
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/config/config.ts", "TypeScript", 1305, 0, 0, 0, 131, 208, 1644
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/config/constants.ts", "TypeScript", 12, 0, 0, 0, 7, 4, 23
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/config/defaultModelConfigs.ts", "TypeScript", 195, 0, 0, 0, 15, 3, 213
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/config/flashFallback.test.ts", "TypeScript", 71, 0, 0, 0, 17, 16, 104
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/config/models.test.ts", "TypeScript", 195, 0, 0, 0, 5, 27, 227
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/config/models.ts", "TypeScript", 49, 0, 0, 0, 39, 12, 100
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/config/storage.test.ts", "TypeScript", 46, 0, 0, 0, 5, 11, 62
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/config/storage.ts", "TypeScript", 107, 0, 0, 0, 5, 30, 142
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/confirmation-bus/index.ts", "TypeScript", 2, 0, 0, 0, 5, 2, 9
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/confirmation-bus/message-bus.test.ts", "TypeScript", 184, 0, 0, 0, 10, 48, 242
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/confirmation-bus/message-bus.ts", "TypeScript", 147, 0, 0, 0, 23, 21, 191
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/confirmation-bus/types.ts", "TypeScript", 72, 0, 0, 0, 9, 13, 94
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/apiKeyCredentialStorage.test.ts", "TypeScript", 71, 0, 0, 0, 5, 13, 89
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/apiKeyCredentialStorage.ts", "TypeScript", 46, 0, 0, 0, 17, 11, 74
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/baseLlmClient.test.ts", "TypeScript", 462, 0, 0, 0, 33, 102, 597
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/baseLlmClient.ts", "TypeScript", 203, 0, 0, 0, 44, 25, 272
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/client.test.ts", "TypeScript", 1986, 0, 0, 0, 224, 303, 2513
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/client.ts", "TypeScript", 638, 0, 0, 0, 35, 85, 758
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/clientHookTriggers.ts", "TypeScript", 67, 0, 0, 0, 31, 8, 106
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/contentGenerator.test.ts", "TypeScript", 362, 0, 0, 0, 8, 38, 408
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/contentGenerator.ts", "TypeScript", 154, 0, 0, 0, 9, 25, 188
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/coreToolHookTriggers.ts", "TypeScript", 277, 0, 0, 0, 64, 21, 362
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/coreToolScheduler.test.ts", "TypeScript", 1811, 0, 0, 0, 88, 251, 2150
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/coreToolScheduler.ts", "TypeScript", 1229, 0, 0, 0, 82, 116, 1427
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/fakeContentGenerator.test.ts", "TypeScript", 147, 0, 0, 0, 5, 17, 169
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/fakeContentGenerator.ts", "TypeScript", 97, 0, 0, 0, 9, 11, 117
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/geminiChat.test.ts", "TypeScript", 1942, 0, 0, 0, 191, 230, 2363
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/geminiChat.ts", "TypeScript", 661, 0, 0, 0, 171, 82, 914
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/geminiChatHookTriggers.ts", "TypeScript", 161, 0, 0, 0, 53, 22, 236
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/geminiChat_network_retry.test.ts", "TypeScript", 222, 0, 0, 0, 14, 36, 272
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/geminiRequest.ts", "TypeScript", 6, 0, 0, 0, 10, 4, 20
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/logger.test.ts", "TypeScript", 676, 0, 0, 0, 18, 84, 778
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/logger.ts", "TypeScript", 372, 0, 0, 0, 52, 45, 469
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/loggingContentGenerator.test.ts", "TypeScript", 211, 0, 0, 0, 7, 40, 258
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/loggingContentGenerator.ts", "TypeScript", 335, 0, 0, 0, 14, 22, 371
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/nonInteractiveToolExecutor.test.ts", "TypeScript", 350, 0, 0, 0, 6, 30, 386
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/nonInteractiveToolExecutor.ts", "TypeScript", 27, 0, 0, 0, 8, 4, 39
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/prompts.test.ts", "TypeScript", 358, 0, 0, 0, 6, 33, 397
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/prompts.ts", "TypeScript", 364, 0, 0, 0, 31, 56, 451
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/recordingContentGenerator.test.ts", "TypeScript", 128, 0, 0, 0, 5, 19, 152
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/recordingContentGenerator.ts", "TypeScript", 90, 0, 0, 0, 11, 12, 113
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/sessionHookTriggers.ts", "TypeScript", 69, 0, 0, 0, 23, 5, 97
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/tokenLimits.test.ts", "TypeScript", 19, 0, 0, 0, 6, 7, 32
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/tokenLimits.ts", "TypeScript", 22, 0, 0, 0, 7, 4, 33
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/turn.test.ts", "TypeScript", 710, 0, 0, 0, 15, 66, 791
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/core/turn.ts", "TypeScript", 334, 0, 0, 0, 27, 57, 418
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/fallback/handler.test.ts", "TypeScript", 609, 0, 0, 0, 14, 89, 712
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/fallback/handler.ts", "TypeScript", 221, 0, 0, 0, 24, 31, 276
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/fallback/types.ts", "TypeScript", 23, 0, 0, 0, 12, 5, 40
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookAggregator.test.ts", "TypeScript", 435, 0, 0, 0, 6, 35, 476
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookAggregator.ts", "TypeScript", 228, 0, 0, 0, 69, 47, 344
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookEventHandler.test.ts", "TypeScript", 461, 0, 0, 0, 6, 58, 525
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookEventHandler.ts", "TypeScript", 602, 0, 0, 0, 134, 65, 801
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookPlanner.test.ts", "TypeScript", 263, 0, 0, 0, 15, 47, 325
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookPlanner.ts", "TypeScript", 90, 0, 0, 0, 37, 28, 155
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookRegistry.test.ts", "TypeScript", 408, 0, 0, 0, 23, 75, 506
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookRegistry.ts", "TypeScript", 196, 0, 0, 0, 55, 32, 283
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookRunner.test.ts", "TypeScript", 605, 0, 0, 0, 21, 105, 731
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookRunner.ts", "TypeScript", 275, 0, 0, 0, 62, 38, 375
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookSystem.test.ts", "TypeScript", 334, 0, 0, 0, 37, 69, 440
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookSystem.ts", "TypeScript", 67, 0, 0, 0, 27, 13, 107
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookTranslator.test.ts", "TypeScript", 199, 0, 0, 0, 6, 32, 237
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/hookTranslator.ts", "TypeScript", 260, 0, 0, 0, 69, 31, 360
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/index.ts", "TypeScript", 16, 0, 0, 0, 9, 5, 30
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/types.test.ts", "TypeScript", 340, 0, 0, 0, 5, 41, 386
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/hooks/types.ts", "TypeScript", 375, 0, 0, 0, 171, 56, 602
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/constants.ts", "TypeScript", 4, 0, 0, 0, 5, 2, 11
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/detect-ide.test.ts", "TypeScript", 105, 0, 0, 0, 6, 21, 132
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/detect-ide.ts", "TypeScript", 83, 0, 0, 0, 6, 9, 98
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/ide-client.test.ts", "TypeScript", 793, 0, 0, 0, 20, 115, 928
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/ide-client.ts", "TypeScript", 697, 0, 0, 0, 77, 76, 850
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/ide-installer.test.ts", "TypeScript", 223, 0, 0, 0, 5, 26, 254
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/ide-installer.ts", "TypeScript", 182, 0, 0, 0, 12, 22, 216
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/ideContext.test.ts", "TypeScript", 400, 0, 0, 0, 7, 47, 454
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/ideContext.ts", "TypeScript", 72, 0, 0, 0, 37, 16, 125
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/process-utils.test.ts", "TypeScript", 147, 0, 0, 0, 14, 22, 183
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/process-utils.ts", "TypeScript", 150, 0, 0, 0, 50, 27, 227
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/ide/types.ts", "TypeScript", 59, 0, 0, 0, 80, 10, 149
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/index.test.ts", "TypeScript", 6, 0, 0, 0, 5, 3, 14
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/index.ts", "TypeScript", 119, 0, 0, 0, 21, 19, 159
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/auth-provider.ts", "TypeScript", 4, 0, 0, 0, 12, 3, 19
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/google-auth-provider.test.ts", "TypeScript", 172, 0, 0, 0, 10, 30, 212
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/google-auth-provider.ts", "TypeScript", 114, 0, 0, 0, 21, 23, 158
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/oauth-provider.test.ts", "TypeScript", 1498, 0, 0, 0, 40, 195, 1733
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/oauth-provider.ts", "TypeScript", 752, 0, 0, 0, 155, 119, 1026
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/oauth-token-storage.test.ts", "TypeScript", 370, 0, 0, 0, 6, 92, 468
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/oauth-token-storage.ts", "TypeScript", 159, 0, 0, 0, 53, 23, 235
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/oauth-utils.test.ts", "TypeScript", 304, 0, 0, 0, 7, 55, 366
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/oauth-utils.ts", "TypeScript", 246, 0, 0, 0, 103, 41, 390
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/sa-impersonation-provider.test.ts", "TypeScript", 111, 0, 0, 0, 12, 31, 154
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/sa-impersonation-provider.ts", "TypeScript", 116, 0, 0, 0, 18, 23, 157
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/token-storage/base-token-storage.test.ts", "TypeScript", 148, 0, 0, 0, 5, 20, 173
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/token-storage/base-token-storage.ts", "TypeScript", 37, 0, 0, 0, 5, 8, 50
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/token-storage/file-token-storage.test.ts", "TypeScript", 263, 0, 0, 0, 5, 55, 323
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/token-storage/file-token-storage.ts", "TypeScript", 146, 0, 0, 0, 5, 35, 186
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/token-storage/hybrid-token-storage.test.ts", "TypeScript", 221, 0, 0, 0, 6, 48, 275
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/token-storage/hybrid-token-storage.ts", "TypeScript", 71, 0, 0, 0, 8, 19, 98
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/token-storage/index.ts", "TypeScript", 7, 0, 0, 0, 5, 3, 15
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/token-storage/keychain-token-storage.test.ts", "TypeScript", 376, 0, 0, 0, 10, 54, 440
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/token-storage/keychain-token-storage.ts", "TypeScript", 276, 0, 0, 0, 10, 46, 332
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mcp/token-storage/types.ts", "TypeScript", 33, 0, 0, 0, 11, 6, 50
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/mocks/msw.ts", "TypeScript", 2, 0, 0, 0, 5, 3, 10
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/output/json-formatter.test.ts", "TypeScript", 288, 0, 0, 0, 11, 32, 331
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/output/json-formatter.ts", "TypeScript", 38, 0, 0, 0, 5, 10, 53
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/output/stream-json-formatter.test.ts", "TypeScript", 486, 0, 0, 0, 7, 62, 555
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/output/stream-json-formatter.ts", "TypeScript", 30, 0, 0, 0, 26, 7, 63
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/output/types.ts", "TypeScript", 84, 0, 0, 0, 6, 15, 105
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/policy/config.test.ts", "TypeScript", 725, 0, 0, 0, 53, 84, 862
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/policy/config.ts", "TypeScript", 164, 0, 0, 0, 66, 26, 256
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/policy/index.ts", "TypeScript", 4, 0, 0, 0, 5, 2, 11
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/policy/policy-engine.test.ts", "TypeScript", 1280, 0, 0, 0, 53, 208, 1541
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/policy/policy-engine.ts", "TypeScript", 253, 0, 0, 0, 54, 33, 340
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/policy/stable-stringify.ts", "TypeScript", 54, 0, 0, 0, 65, 10, 129
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/policy/toml-loader.test.ts", "TypeScript", 398, 0, 0, 0, 8, 49, 455
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/policy/toml-loader.ts", "TypeScript", 370, 0, 0, 0, 92, 45, 507
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/policy/types.ts", "TypeScript", 92, 0, 0, 0, 106, 33, 231
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/prompts/mcp-prompts.test.ts", "TypeScript", 35, 0, 0, 0, 5, 10, 50
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/prompts/mcp-prompts.ts", "TypeScript", 12, 0, 0, 0, 5, 3, 20
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/prompts/prompt-registry.test.ts", "TypeScript", 93, 0, 0, 0, 5, 17, 115
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/prompts/prompt-registry.ts", "TypeScript", 43, 0, 0, 0, 24, 9, 76
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/routing/modelRouterService.test.ts", "TypeScript", 185, 0, 0, 0, 10, 37, 232
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/routing/modelRouterService.ts", "TypeScript", 88, 0, 0, 0, 26, 14, 128
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/routing/routingStrategy.ts", "TypeScript", 32, 0, 0, 0, 38, 7, 77
"/Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core/src/routing/strategies/classifierStrategy.test.ts", "TypeScript", 237, 0, 0, 0, 9, 37, 283
